IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_DOS;NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;NCA_DOS;VECES_TERMO;NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_CINCO;RENDIMIENTO_CINCO
60.0;398.0;52.0;2012;61.0;58.0;48.0;0;49.0;34.35294117647059;46;30;30;42;47;30;46;1;2;36.5625;41;39;33;34;1;30;40;0.0;16.0;1;31;30;38;32;47;2;1;42;34;2;39.642857142857146;2.0
53.0;387.0;70.0;2012;78.0;41.0;45.0;0;55.0;37.1764705882353;38;33;30;41;44;30;45;1;1;35.25;32;31;40;33;2;30;30;0.0;16.0;1;30;32;34;33;38;1;1;42;30;1;36.142857142857146;2.0
49.0;394.0;65.0;2012;50.0;38.0;69.0;0;63.0;34.05882352941177;30;30;36;32;34;32;50;1;1;33.25;39;34;37;30;1;36;31;0.0;16.0;1;39;33;35;39;37;1;1;40;34;1;36.142857142857146;2.0
43.0;424.0;55.0;2012;54.0;46.0;84.0;1;68.0;35.294117647058826;37;30;30;40;38;33;47;1;1;34.6875;32;41;30;30;1;30;35;0.0;16.0;1;40;34;41;35;30;1;1;42;30;1;38.1764705882353;2.0
54.45;397.17;54.57;2012;56.23;52.28;51.03;0;59.89;41.411764705882355;37;39;35;39;40;30;44;1;1;36.5625;30;45;33;36;1;35;33;0.0;16.0;1;43;38;33;33;41;1;1;31;38;1;35.214285714285715;2.0
53.0;393.0;60.0;2012;58.0;44.0;53.0;0;63.0;35.529411764705884;35;40;40;41;37;30;43;1;1;37.3125;40;42;38;38;1;40;36;0.0;16.0;1;41;35;36;40;41;1;2;36;41;1;36.642857142857146;2.0
57.0;363.0;55.0;2012;59.0;49.0;41.0;1;46.0;40.35294117647059;38;41;34;44;46;34;47;1;1;38.875;37;41;33;46;1;34;30;0.0;16.0;1;39;45;32;43;48;1;1;35;36;1;43.07142857142857;3.0
56.0;393.0;49.0;2012;69.0;38.0;49.0;0;63.0;34.588235294117645;49;31;39;38;38;30;44;1;2;37.8125;40;33;35;45;2;39;47;0.0;16.0;1;36;32;42;33;39;1;1;39;35;1;37.92857142857143;2.0
43.0;360.0;54.0;2012;61.0;50.0;32.0;1;48.0;34.470588235294116;40;36;30;36;34;30;50;1;3;35.25;31;30;33;30;1;30;39;0.0;16.0;1;35;0;30;38;23;1;2;31;31;3;31.0;2.0
47.0;384.0;52.0;2012;58.0;47.0;53.0;0;58.0;34.1764705882353;37;42;34;39;43;30;50;2;1;37.5;36;43;37;36;1;34;33;0.0;16.0;1;39;39;44;42;45;1;1;30;36;1;36.5;2.0
53.27;357.29;54.74;2012;50.31;50.15;36.24;1;47.34;33.0;40;31;31;31;36;34;37;1;2;33.9375;30;42;35;30;1;31;30;0.0;16.0;1;30;32;32;37;41;1;1;31;43;2;35.857142857142854;2.0
41.7;378.42;53.97;2012;51.38;55.66;51.78;0;51.89;37.23529411764706;30;42;35;42;48;30;45;1;1;36.75;32;37;34;39;1;35;30;0.0;16.0;1;39;42;38;30;45;1;2;30;45;1;38.411764705882355;2.0
34.0;377.0;63.0;2012;49.0;41.0;59.0;0;63.0;34.11764705882353;42;30;39;41;33;32;32;1;1;36.0;42;34;33;43;2;39;35;0.0;16.0;1;39;30;38;32;40;1;1;31;30;2;33.785714285714285;2.0
43.0;359.0;63.0;2012;48.0;58.0;39.0;0;58.0;35.588235294117645;38;32;31;35;30;34;47;2;3;34.5;34;34;38;36;2;31;30;0.0;16.0;2;42;40;32;32;30;1;1;30;34;1;35.142857142857146;2.0
59.0;374.0;52.0;2012;52.0;54.0;58.0;1;46.0;33.705882352941174;40;38;32;39;42;35;42;1;1;37.3125;30;41;30;35;1;32;35;0.0;16.0;1;39;30;32;41;39;2;1;30;38;1;37.42857142857143;2.0
48.42;371.65;47.15;2012;48.38;50.15;39.78;0;61.52;37.11764705882353;50;31;30;40;45;30;50;1;1;37.375;35;34;40;30;1;30;30;0.0;16.0;1;36;31;33;38;39;2;1;42;36;1;35.642857142857146;2.0
45.0;366.0;49.0;2012;63.0;50.0;45.0;0;48.0;36.0;40;30;30;40;46;34;42;1;3;35.625;37;34;38;44;2;30;31;0.0;16.0;1;36;30;36;36;40;1;1;39;31;1;39.0;2.0
47.0;375.0;54.0;2012;54.0;53.0;57.0;0;49.0;37.05882352941177;40;30;30;37;40;40;43;1;3;36.0625;34;36;34;36;1;30;34;0.0;16.0;1;40;40;30;37;44;1;1;35;30;1;35.07142857142857;2.0
71.53;374.55;49.63;2012;52.31;63.72;51.03;0;53.82;33.294117647058826;37;35;31;34;44;30;49;1;1;35.0;37;30;31;30;1;31;25;0.0;16.0;2;35;0;0;30;36;0;1;42;0;1;28.0;1.0
43.0;383.0;49.0;2012;54.0;56.0;60.0;1;55.0;38.23529411764706;34;34;33;45;43;40;49;1;1;37.8125;45;38;47;45;2;33;36;0.0;16.0;1;43;40;39;39;46;1;1;46;32;1;42.07142857142857;3.0
52.0;356.0;46.0;2012;52.0;55.0;45.0;1;45.0;36.470588235294116;37;35;34;40;48;31;50;1;1;36.8125;31;36;30;48;3;34;30;0.0;16.0;1;37;36;35;34;33;1;1;32;30;1;33.285714285714285;2.0
60.0;455.0;73.0;2013;57.0;66.0;54.0;0;61.0;40.23529411764706;42;32;35;42;40;38;47;1;1;38.25;37;37;40;44;1;35;32;0.0;16.0;1;38;41;39;36;39;1;1;46;32;1;35.214285714285715;2.0
55.0;438.0;60.0;2013;57.0;66.0;51.0;0;51.0;33.35294117647059;43;37;36;43;39;37;47;2;2;39.4375;37;38;40;31;1;36;31;0.0;16.0;1;36;36;34;36;35;1;1;43;32;2;34.42857142857143;2.0
75.0;437.0;65.0;2013;55.0;59.0;53.0;0;59.0;37.23529411764706;40;33;32;45;45;41;50;1;1;38.9375;31;33;41;45;2;32;47;0.0;16.0;1;39;30;35;38;38;2;1;33;30;1;36.785714285714285;2.0
61.0;433.0;65.0;2013;57.0;61.0;51.0;0;57.0;34.94117647058823;36;35;32;35;40;31;49;2;1;35.0625;37;33;35;31;1;32;33;0.0;16.0;1;39;40;36;32;43;1;1;30;30;1;35.0;2.0
75.0;445.0;64.0;2013;59.0;65.0;58.0;0;65.0;34.94117647058823;30;32;32;43;37;31;47;3;2;34.0625;31;31;37;48;1;32;36;0.0;16.0;1;40;30;34;37;30;1;1;30;33;2;37.214285714285715;2.0
71.0;429.0;63.0;2013;68.0;55.0;48.0;0;63.0;36.705882352941174;39;30;35;43;32;34;48;1;1;36.25;34;34;38;44;1;35;39;0.0;16.0;1;39;33;33;30;44;1;1;31;30;1;34.357142857142854;2.0
70.0;434.0;63.0;2013;70.0;57.0;54.0;0;63.0;35.1764705882353;46;36;33;36;43;31;46;2;1;37.4375;34;34;37;35;1;33;36;0.0;16.0;1;39;36;30;36;30;1;1;39;30;1;33.42857142857143;2.0
61.0;419.0;65.0;2013;59.0;59.0;42.0;0;67.0;38.8235294117647;42;33;39;44;44;30;50;1;1;38.375;35;38;31;34;1;39;43;0.0;16.0;1;41;36;39;38;46;1;1;47;31;1;36.0;2.0
77.0;432.0;57.0;2013;59.0;61.0;54.0;1;59.0;37.94117647058823;40;32;33;44;41;31;50;1;1;36.6875;37;44;34;32;1;33;41;0.0;16.0;1;36;35;34;35;40;1;1;32;42;1;38.42857142857143;2.0
51.0;420.0;57.0;2013;56.0;59.0;53.0;0;54.0;35.1764705882353;37;34;31;48;34;31;47;1;1;36.0;46;46;33;34;1;31;43;0.0;16.0;1;37;42;37;31;44;1;1;34;30;1;37.42857142857143;2.0
39.0;417.0;59.0;2013;53.0;47.0;55.0;0;60.0;38.8235294117647;43;36;41;41;44;41;47;2;1;41.0;38;37;36;33;1;41;39;0.0;16.0;1;37;40;42;33;37;1;1;35;34;1;39.0;2.0
65.0;417.0;62.0;2013;55.0;64.0;53.0;1;57.0;40.588235294117645;44;33;40;49;44;39;50;1;1;41.25;35;48;32;32;1;40;36;0.0;16.0;1;48;39;37;42;48;1;1;36;35;2;42.785714285714285;3.0
68.0;418.0;57.0;2013;57.0;56.0;47.0;1;65.0;35.1764705882353;39;30;31;40;43;31;47;1;1;35.1875;43;34;34;42;2;31;33;0.0;16.0;1;41;30;30;32;41;1;1;31;31;1;37.642857142857146;2.0
61.0;404.0;62.0;2013;55.0;55.0;37.0;0;64.0;34.470588235294116;42;30;40;37;35;31;46;1;1;36.5;31;30;35;35;3;40;37;0.0;16.0;1;37;37;37;35;31;1;2;37;31;3;32.57142857142857;2.0
52.0;389.0;73.0;2013;50.0;57.0;43.0;0;53.0;39.8235294117647;43;36;30;37;50;30;47;1;1;36.75;40;38;32;46;1;30;36;0.0;16.0;1;33;30;44;35;38;1;1;35;30;1;33.142857142857146;2.0
70.0;414.0;66.0;2013;53.0;60.0;55.0;0;60.0;35.294117647058826;30;30;35;31;43;31;50;1;1;33.3125;36;37;36;30;1;35;32;0.0;16.0;1;39;30;38;35;36;1;1;34;30;1;34.714285714285715;2.0
39.0;409.0;54.0;2013;59.0;50.0;50.0;0;58.0;38.470588235294116;35;30;31;41;48;30;47;1;2;34.6875;31;34;30;33;1;31;44;0.0;16.0;1;34;35;42;32;32;1;1;42;30;2;33.714285714285715;2.0
51.0;408.0;67.0;2013;55.0;57.0;53.0;0;59.0;33.411764705882355;39;32;35;47;38;35;50;1;1;37.8125;32;35;38;35;1;35;32;0.0;16.0;1;36;37;33;36;30;1;1;45;30;1;34.0;2.0
57.0;413.0;57.0;2013;59.0;61.0;45.0;1;64.0;35.411764705882355;34;32;38;44;46;41;50;2;2;38.6875;34;37;38;37;1;38;39;0.0;16.0;1;39;38;35;36;44;2;1;32;32;1;37.5;2.0
75.0;415.0;57.0;2013;61.0;59.0;47.0;0;59.0;32.11764705882353;45;30;35;45;43;36;49;1;1;38.75;31;30;32;30;1;35;32;0.0;16.0;1;39;32;35;31;30;2;1;30;31;1;33.357142857142854;2.0
43.0;388.0;55.0;2013;52.0;57.0;45.0;0;52.0;36.0;38;30;34;39;38;31;45;1;1;35.0;32;32;31;33;1;34;36;0.0;16.0;1;34;37;40;33;34;1;1;32;30;2;33.214285714285715;2.0
50.0;406.0;57.0;2013;52.0;56.0;53.0;1;56.0;33.64705882352941;32;30;30;42;32;45;50;1;1;36.0625;37;47;40;38;1;30;39;0.0;16.0;1;31;35;30;32;40;1;1;45;42;1;37.714285714285715;2.0
83.0;395.0;57.0;2013;57.0;59.0;43.0;0;53.0;36.0;36;32;31;48;37;38;49;1;1;37.0625;44;44;36;39;1;31;40;0.0;16.0;1;47;33;31;42;48;1;1;36;35;1;32.4;2.0
60.44;411.25;59.37;2013;50.31;57.63;58.0;0;53.82;35.76470588235294;43;31;33;47;39;32;50;1;1;37.5;32;39;35;45;1;33;33;0.0;16.0;1;36;38;35;33;40;2;1;32;30;1;33.714285714285715;2.0
50.0;396.0;67.0;2013;42.0;61.0;51.0;0;55.0;34.470588235294116;37;32;34;42;31;31;35;2;2;34.5;35;35;33;46;1;34;30;0.0;16.0;1;37;31;38;37;32;2;1;31;36;1;36.07142857142857;2.0
59.0;396.0;59.0;2013;53.0;51.0;48.0;0;50.0;36.1764705882353;32;39;34;35;31;33;49;2;1;35.25;30;39;41;38;1;34;41;0.0;16.0;1;34;32;37;42;30;1;1;34;31;1;33.785714285714285;2.0
47.0;415.0;51.0;2013;64.0;63.0;57.0;0;57.0;34.294117647058826;30;32;33;41;38;41;46;1;3;35.875;30;32;23;27;1;33;30;0.0;16.0;1;0;22;32;40;0;1;0;0;0;2;27.2;1.0
53.0;398.0;60.0;2013;64.0;57.0;50.0;0;52.0;37.0;30;41;30;48;35;32;31;2;1;35.0625;38;42;31;30;1;30;31;0.0;16.0;1;38;31;40;34;41;1;1;38;30;1;37.642857142857146;2.0
48.0;391.0;62.0;2013;52.0;52.0;50.0;0;54.0;33.88235294117647;40;42;30;30;38;31;34;2;1;35.0625;38;38;30;21;1;30;31;0.0;16.0;1;0;0;2;24;0;2;0;8;0;3;22.0;1.0
57.0;403.0;57.0;2013;53.0;59.0;49.0;0;55.0;37.35294117647059;33;34;34;37;41;35;49;1;1;35.75;43;45;36;36;1;34;45;0.0;16.0;1;47;44;40;31;47;1;1;32;40;1;40.57142857142857;3.0
55.0;395.0;57.0;2013;57.0;57.0;47.0;0;52.0;38.470588235294116;44;35;34;45;43;41;50;1;1;40.3125;39;43;33;43;1;34;44;0.0;16.0;1;42;41;42;44;44;1;1;31;48;1;39.142857142857146;2.0
43.0;391.0;56.0;2013;54.0;50.0;49.0;0;59.0;33.94117647058823;35;39;35;41;40;33;40;1;2;36.75;36;31;32;38;1;35;45;0.0;16.0;1;43;30;36;39;32;1;1;30;32;1;38.57142857142857;2.0
51.0;396.0;59.0;2013;51.0;51.0;48.0;0;62.0;35.64705882352941;40;33;30;34;33;31;50;1;1;34.5625;35;36;30;43;1;30;39;0.0;16.0;1;40;45;43;36;38;1;1;33;41;1;37.785714285714285;2.0
53.0;408.0;51.0;2013;59.0;59.0;51.0;0;66.0;38.11764705882353;37;32;38;34;37;34;30;1;1;34.875;41;43;31;32;3;38;48;0.0;16.0;1;37;35;36;33;30;1;1;33;30;2;33.42857142857143;2.0
52.0;385.0;64.0;2013;60.0;56.0;42.0;0;48.0;36.76470588235294;42;34;32;45;44;40;48;1;1;39.125;40;48;30;33;1;32;38;0.0;16.0;1;36;36;34;40;42;2;1;32;37;3;36.42857142857143;2.0
75.0;405.0;53.0;2013;53.0;59.0;49.0;1;64.0;40.11764705882353;43;37;36;49;45;31;46;1;1;39.375;33;41;31;32;1;36;45;0.0;16.0;1;38;46;39;37;33;1;1;40;41;1;37.214285714285715;2.0
45.0;398.0;55.0;2013;63.0;50.0;53.0;0;50.0;35.705882352941174;47;31;30;35;41;34;35;3;3;35.75;35;30;30;36;2;30;40;0.0;16.0;2;30;37;37;39;40;1;1;38;30;2;35.285714285714285;2.0
52.0;393.0;52.0;2013;53.0;58.0;50.0;0;58.0;35.705882352941174;39;35;31;39;41;33;50;2;1;36.4375;35;39;33;30;1;31;31;0.0;16.0;1;38;38;44;36;48;1;1;35;37;1;39.142857142857146;2.0
55.0;410.0;52.0;2013;59.0;56.0;61.0;0;62.0;36.11764705882353;31;30;35;42;38;32;44;1;2;34.375;37;38;36;31;1;35;30;0.0;16.0;1;36;40;36;33;38;1;1;33;30;1;36.5;2.0
70.0;394.0;53.0;2013;57.0;52.0;57.0;1;59.0;34.0;35;36;32;41;45;45;50;1;1;38.8125;35;33;40;31;1;32;30;0.0;16.0;1;38;34;37;36;44;1;1;50;30;1;36.42857142857143;2.0
65.0;401.0;57.0;2013;57.0;54.0;56.0;0;57.0;34.705882352941174;35;34;33;42;38;35;41;1;1;35.875;41;44;34;35;1;33;46;0.0;16.0;1;36;43;33;37;45;2;1;30;30;1;38.57142857142857;2.0
61.0;380.0;62.0;2013;55.0;49.0;40.0;0;45.0;34.0;35;32;30;39;39;37;47;1;1;35.375;30;38;34;30;2;30;30;0.0;16.0;1;35;35;30;30;35;1;1;33;34;3;34.92857142857143;2.0
65.0;496.0;59.0;2013;64.0;68.0;55.0;0;58.0;44.529411764705884;42;43;40;49;47;39;50;2;2;42.9375;42;40;45;41;2;40;49;0.0;16.0;2;43;46;35;39;34;1;1;50;30;1;34.42857142857143;2.0
53.0;495.0;70.0;2013;58.0;68.0;69.0;0;68.0;35.94117647058823;35;32;32;41;40;33;42;1;1;35.0;42;34;37;46;1;32;37;0.0;16.0;1;37;35;36;35;34;1;1;34;34;1;35.714285714285715;2.0
61.0;418.0;64.0;2013;57.0;60.0;42.0;0;56.0;36.411764705882355;44;33;36;46;45;30;40;1;1;37.875;31;37;40;43;1;36;37;0.0;16.0;1;36;37;40;38;36;2;1;36;30;2;33.0;2.0
50.0;442.0;65.0;2013;69.0;68.0;69.0;0;51.0;42.94117647058823;37;41;40;46;45;45;48;1;1;42.125;44;42;34;40;1;40;41;0.0;16.0;1;41;34;37;30;44;1;1;47;36;1;38.714285714285715;2.0
65.0;440.0;57.0;2013;57.0;64.0;48.0;0;72.0;35.88235294117647;39;30;30;44;37;43;40;1;1;36.9375;30;39;35;31;1;30;44;0.0;16.0;1;39;0;40;42;22;1;1;30;33;1;31.181818181818183;2.0
63.0;441.0;70.0;2013;63.0;65.0;65.0;0;59.0;35.88235294117647;38;30;35;45;43;33;49;1;3;36.875;37;34;39;32;3;35;30;0.0;16.0;1;35;35;34;34;30;1;1;32;30;1;37.785714285714285;2.0
56.0;450.0;60.0;2013;60.0;70.0;49.0;0;86.0;38.11764705882353;43;32;39;45;45;39;45;1;1;39.9375;41;37;30;32;1;39;47;0.0;16.0;1;42;44;37;37;46;1;1;40;35;1;37.0;2.0
60.0;414.0;67.0;2013;59.0;59.0;50.0;0;50.0;37.705882352941174;45;33;33;47;39;37;48;1;1;39.0625;47;41;42;30;1;33;38;0.0;16.0;1;39;35;43;38;43;1;1;30;34;1;36.07142857142857;2.0
80.0;419.0;65.0;2013;55.0;59.0;46.0;0;66.0;36.76470588235294;36;33;30;41;38;36;43;2;1;35.5;39;40;32;36;1;30;40;0.0;16.0;1;33;38;33;35;32;1;1;31;33;1;36.5;2.0
64.24;420.56;61.79;2013;58.33;54.03;52.03;0;62.09;37.11764705882353;37;36;35;35;37;34;50;2;2;36.4375;32;34;33;32;1;35;39;0.0;16.0;2;38;0;30;30;33;1;1;32;30;1;32.142857142857146;2.0
77.0;416.0;62.0;2013;55.0;64.0;50.0;0;54.0;35.05882352941177;42;30;39;47;45;40;50;1;1;40.125;46;41;31;31;1;39;35;0.0;16.0;1;42;36;37;41;46;1;1;42;30;1;36.42857142857143;2.0
54.0;422.0;52.0;2013;63.0;75.0;53.0;0;54.0;38.64705882352941;42;31;37;47;45;40;50;1;1;39.9375;38;38;30;43;1;37;36;0.0;16.0;1;40;44;41;41;43;1;1;37;39;1;39.285714285714285;2.0
61.0;409.0;57.0;2013;63.0;65.0;50.0;0;59.0;38.88235294117647;34;30;41;42;36;30;50;2;1;35.9375;30;36;35;34;1;41;32;0.0;16.0;1;38;35;33;34;31;1;1;36;36;2;32.57142857142857;2.0
60.0;412.0;55.0;2013;74.0;54.0;56.0;0;54.0;37.88235294117647;35;35;36;33;40;31;50;2;3;35.4375;36;40;30;34;2;36;30;0.0;16.0;1;40;37;36;30;32;2;1;31;30;1;35.785714285714285;2.0
77.0;401.0;54.0;2013;58.0;58.0;45.0;0;56.0;39.0;44;32;38;47;48;38;50;1;1;40.5;38;45;37;35;1;38;41;0.0;16.0;1;38;46;45;41;42;1;1;30;41;1;35.42857142857143;2.0
83.0;417.0;46.0;2013;57.0;54.0;56.0;0;64.0;36.23529411764706;43;32;31;48;47;33;49;1;1;38.0625;38;35;32;39;1;31;32;0.0;16.0;2;42;33;32;38;30;2;1;35;31;1;28.75;1.0
54.0;399.0;60.0;2013;57.0;65.0;56.0;0;47.0;40.64705882352941;45;32;44;46;48;39;50;1;2;41.875;40;40;32;35;1;44;36;0.0;16.0;1;40;0;32;38;45;1;1;36;30;1;33.45454545454545;2.0
60.0;401.0;51.0;2013;57.0;61.0;43.0;0;59.0;39.35294117647059;42;30;44;42;42;36;48;1;1;39.375;31;36;32;30;1;44;37;0.0;16.0;1;34;0;33;33;42;1;1;31;31;1;35.5;2.0
47.0;404.0;60.0;2013;62.0;53.0;53.0;0;63.0;37.294117647058826;32;30;30;41;44;34;45;2;1;34.3125;33;33;39;30;1;30;40;0.0;16.0;1;34;37;37;34;30;2;1;30;30;1;36.5;2.0
61.0;420.0;55.0;2013;57.0;75.0;56.0;0;65.0;39.0;47;41;34;46;48;32;49;2;2;40.6875;37;36;32;31;2;34;34;0.0;16.0;1;37;32;35;40;40;1;1;33;30;1;33.142857142857146;2.0
52.0;404.0;55.0;2013;59.0;59.0;50.0;0;59.0;35.529411764705884;37;32;32;41;41;38;48;1;1;36.75;41;41;33;39;1;32;37;0.0;16.0;2;38;32;42;36;38;1;1;39;40;1;36.857142857142854;2.0
61.0;391.0;57.0;2013;60.0;56.0;50.0;0;51.0;34.05882352941177;42;30;31;37;44;34;48;1;2;36.0625;38;38;35;48;2;31;30;0.0;16.0;1;33;32;41;40;39;1;1;32;32;1;38.142857142857146;2.0
45.0;393.0;50.0;2013;52.0;53.0;55.0;0;52.0;32.64705882352941;40;41;33;40;33;33;40;2;1;37.125;39;30;39;31;2;33;46;0.0;16.0;1;38;0;30;40;40;1;1;32;30;1;34.142857142857146;2.0
48.0;378.0;57.0;2013;57.0;54.0;43.0;0;46.0;36.294117647058826;45;31;38;39;48;37;50;2;2;39.3125;37;33;30;30;2;38;44;0.0;16.0;1;36;41;34;44;31;1;2;30;31;1;33.785714285714285;2.0
75.0;414.0;45.0;2013;55.0;74.0;50.0;1;60.0;39.470588235294116;43;30;42;42;42;37;48;1;1;39.375;35;41;34;30;1;42;35;0.0;16.0;1;32;0;37;34;42;1;1;32;31;1;33.785714285714285;2.0
59.0;401.0;57.0;2013;61.0;53.0;58.0;0;58.0;35.8235294117647;47;30;34;43;37;33;49;2;2;37.75;30;40;33;30;2;34;37;0.0;16.0;1;41;31;31;34;38;2;1;40;30;1;31.428571428571427;2.0
46.0;389.0;53.0;2013;61.0;52.0;39.0;1;62.0;36.05882352941177;38;30;31;45;48;36;44;1;1;36.6875;48;37;39;42;1;31;37;0.0;16.0;1;31;34;41;42;30;1;1;32;40;1;38.857142857142854;2.0
48.4;401.54;45.57;2013;61.07;59.89;51.28;0;48.79;41.529411764705884;33;32;39;0;45;31;45;3;3;35.357142857142854;30;31;33;40;2;39;36;0.0;14.0;1;27;0;17;26;0;1;2;0;15;3;4.0;1.0
54.0;392.0;59.0;2013;58.0;60.0;45.0;0;62.0;40.588235294117645;50;30;38;48;44;37;49;1;1;40.875;34;41;37;31;1;38;34;0.0;16.0;1;38;37;36;38;36;1;1;44;33;1;36.42857142857143;2.0
65.57;387.47;56.97;2013;48.38;57.63;49.69;0;49.94;38.05882352941177;45;30;33;47;44;34;50;1;1;38.375;31;41;28;31;1;33;38;0.0;16.0;1;40;0;34;0;8;1;1;0;0;0;2.0;1.0
50.0;373.0;60.0;2013;48.0;55.0;40.0;0;61.0;37.11764705882353;32;31;35;41;44;32;46;2;2;35.125;42;34;35;36;2;35;30;0.0;16.0;1;36;37;31;41;42;1;1;38;30;2;34.142857142857146;2.0
49.0;383.0;55.0;2013;50.0;59.0;44.0;1;51.0;37.705882352941174;33;31;32;50;42;30;37;2;3;34.8125;36;30;35;33;2;32;36;0.0;16.0;1;31;34;30;40;42;1;1;30;30;1;36.785714285714285;2.0
56.0;393.0;51.0;2013;48.0;52.0;54.0;0;59.0;37.11764705882353;43;30;33;47;44;35;50;1;1;38.1875;38;39;46;32;1;33;35;0.0;16.0;1;37;36;35;41;39;1;1;45;35;1;38.142857142857146;2.0
57.0;402.0;57.0;2013;48.0;60.0;55.0;0;68.0;35.11764705882353;42;30;35;47;44;30;49;1;1;37.375;39;41;30;32;2;35;33;0.0;16.0;2;35;42;38;34;39;1;1;40;30;1;35.42857142857143;2.0
89.0;374.0;45.0;2013;52.0;52.0;34.0;0;58.0;37.23529411764706;39;30;30;33;44;45;49;3;1;36.9375;33;35;46;38;1;30;43;0.0;16.0;3;33;32;32;30;37;1;1;33;33;1;34.357142857142854;2.0
37.0;380.0;60.0;2013;54.0;47.0;53.0;1;57.0;37.470588235294116;40;36;36;41;49;32;48;2;1;38.1875;35;30;24;35;2;36;34;0.0;16.0;2;33;32;34;32;0;1;1;0;0;1;18.0;1.0
68.0;375.0;60.0;2013;55.0;52.0;50.0;0;54.0;37.294117647058826;35;30;33;45;39;35;50;2;3;36.125;30;42;35;35;2;33;32;0.0;16.0;1;33;36;36;45;30;1;1;37;30;2;38.785714285714285;2.0
56.0;385.0;60.0;2013;55.0;51.0;53.0;1;54.0;36.76470588235294;34;30;30;44;49;34;50;2;1;35.6875;30;39;32;35;1;30;35;0.0;16.0;1;34;47;37;41;37;1;1;36;30;1;39.11764705882353;2.0
69.93;378.48;52.14;2013;54.35;54.03;39.78;0;64.45;37.11764705882353;45;33;32;46;42;45;50;1;1;40.5625;37;39;30;36;2;32;30;0.0;16.0;1;31;0;35;35;39;1;1;37;34;1;29.545454545454547;1.0
48.4;380.78;47.95;2013;50.37;62.42;46.59;0;51.06;41.1764705882353;43;33;40;46;42;42;49;1;1;41.0625;46;42;36;36;1;40;37;0.0;16.0;1;41;38;36;41;44;1;1;47;37;1;36.357142857142854;2.0
57.0;371.0;52.0;2013;56.0;50.0;45.0;0;52.0;35.8235294117647;36;31;30;44;48;32;48;1;1;35.6875;47;37;36;47;1;30;36;0.0;16.0;1;33;38;37;44;41;1;1;31;30;1;39.0;2.0
50.0;386.0;63.0;2013;47.0;58.0;65.0;0;51.0;35.23529411764706;41;32;31;36;49;31;50;1;1;36.0;43;36;31;34;1;31;36;0.0;16.0;1;41;35;30;39;40;2;1;34;40;2;35.57142857142857;2.0
48.42;354.36;57.16;2013;48.29;44.7;58.0;0;40.89;35.05882352941177;36;31;30;48;39;35;38;1;1;35.5625;39;33;33;35;1;30;41;0.0;16.0;1;37;37;34;34;47;1;1;33;30;2;34.785714285714285;2.0
68.41;385.02;52.14;2013;54.28;52.28;51.03;0;53.82;35.0;34;34;40;43;38;34;50;2;2;37.5;30;39;30;30;1;40;32;0.0;16.0;1;32;36;36;41;30;1;1;30;34;1;34.57142857142857;2.0
52.0;403.0;47.0;2013;62.0;55.0;60.0;1;59.0;38.294117647058826;46;30;37;46;45;34;50;1;1;39.25;41;34;30;31;1;37;39;0.0;16.0;1;39;43;39;34;34;1;1;37;30;1;34.5;2.0
51.0;367.0;55.0;2013;44.0;57.0;54.0;0;49.0;42.294117647058826;43;35;37;44;45;39;50;2;1;40.3125;41;41;34;39;1;37;42;0.0;16.0;1;41;34;43;40;36;1;1;33;34;1;37.714285714285715;2.0
47.0;373.0;51.0;2013;58.0;52.0;44.0;0;51.0;33.94117647058823;32;32;31;31;41;33;46;3;1;33.3125;30;36;35;31;1;31;30;0.0;16.0;2;30;32;31;38;31;1;1;30;41;1;33.785714285714285;2.0
28.64;374.32;55.29;2013;60.16;49.45;41.7;0;56.46;35.294117647058826;30;45;30;47;38;33;50;2;1;37.25;35;38;36;39;1;30;44;0.0;16.0;1;30;46;34;32;30;1;1;34;36;1;36.42857142857143;2.0
50.0;369.0;54.0;2013;57.0;49.0;45.0;1;56.0;36.11764705882353;30;34;30;46;47;30;45;2;1;34.75;38;40;34;36;1;30;31;0.0;16.0;1;31;34;31;41;35;1;1;30;32;1;33.285714285714285;2.0
46.0;361.0;52.0;2013;60.0;52.0;41.0;0;51.0;35.35294117647059;38;30;38;38;42;30;46;3;3;35.75;38;45;22;30;1;38;31;0.0;16.0;1;0;0;31;24;0;1;0;0;0;1;7.0;1.0
48.0;370.0;51.0;2013;56.0;49.0;46.0;0;53.0;36.76470588235294;30;39;39;46;47;34;50;2;2;38.4375;37;32;26;31;2;39;30;0.0;16.0;1;26;35;0;0;18;0;1;0;0;0;25.0;1.0
